City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
209,Teguise,ES,62.6,few clouds,29.0605,-13.564,B&B La Casona de Nazaret
212,Lambarene,GA,74.53,light rain,-0.7001,10.2406,Le Refuge
213,Batemans Bay,AU,64.0,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
214,Buala,SB,82.63,light rain,-8.145,159.5921,Maringe Lagoon Lodge
217,Sagaing,MM,86.0,few clouds,21.8787,95.9797,Makara Cruise
218,Kuruman,ZA,64.99,clear sky,-27.4524,23.4325,Cornerstone Guest House
221,Sabha,LY,62.91,scattered clouds,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
222,Rio Grande,BR,70.25,few clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
225,Azare,NG,74.3,overcast clouds,11.6765,10.1948,Muk hostel
226,Rafaela,AR,75.99,clear sky,-31.2503,-61.4867,Parra Hotel & Suites
227,Kavieng,PG,84.6,broken clouds,-2.5744,150.7967,Nusa Island Retreat
228,Salta,AR,68.0,light intensity drizzle,-24.7859,-65.4117,Hotel Alejandro I
231,Mahibadhoo,MV,83.61,moderate rain,3.7833,72.9667,Omadhoo Inn
233,Port-Gentil,GA,81.73,overcast clouds,-0.7193,8.7815,Fengshui Residence
234,Cuamba,MZ,68.7,moderate rain,-14.8031,36.5372,Hotel Vision
236,Magaria,NE,75.78,few clouds,12.9983,8.9099,Chez Honorable Chapiou
237,Mackay,AU,86.0,few clouds,-21.15,149.2,International Lodge Motel
238,Kaitangata,NZ,64.99,clear sky,-46.2817,169.8464,Kaitangata Motor Camp
239,Kaeo,NZ,73.99,clear sky,-35.1,173.7833,Bushido Lodge
243,Tres Arroyos,AR,63.23,scattered clouds,-38.3739,-60.2798,Habitacion Triple con baño y entrada privada
244,Amahai,ID,87.06,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
249,Cabedelo,BR,77.0,clear sky,-6.9811,-34.8339,Hotel Pigalle
255,Bubaque,GW,78.44,broken clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
256,Jhalida,IN,73.4,mist,23.3667,85.9667,Suraj Saw House
257,Candelaria,PH,80.01,overcast clouds,13.9311,121.4233,Casa de Provincia
258,Port Hedland,AU,87.8,scattered clouds,-20.3167,118.5667,The Esplanade Hotel
